text,user,location,date
RT @CP___TT: Here are some common chart patterns on both the bullish and bearish sides. Think this is overall a cool chart I thought I’d sh…,AIChainz,"Sydney, Australia",2022-06-28 15:36:32+00:00
RT @CP___TT: Here are some common chart patterns on both the bullish and bearish sides. Think this is overall a cool chart I thought I’d sh…,Sal68807162,,2022-06-28 15:33:37+00:00
RT @CP___TT: Here are some common chart patterns on both the bullish and bearish sides. Think this is overall a cool chart I thought I’d sh…,HannaLe67633513,,2022-06-28 15:29:44+00:00
RT @CP___TT: Here are some common chart patterns on both the bullish and bearish sides. Think this is overall a cool chart I thought I’d sh…,howiecalls,"sus'd at 90k , tetchra",2022-06-28 15:27:58+00:00
RT @CP___TT: Here are some common chart patterns on both the bullish and bearish sides. Think this is overall a cool chart I thought I’d sh…,w31300737,,2022-06-28 15:27:50+00:00
RT @CP___TT: Here are some common chart patterns on both the bullish and bearish sides. Think this is overall a cool chart I thought I’d sh…,EconDataSciGuy,Chi City,2022-06-28 15:26:45+00:00
RT @CP___TT: Here are some common chart patterns on both the bullish and bearish sides. Think this is overall a cool chart I thought I’d sh…,pomealome,"Halifax, Nova Scotia",2022-06-28 15:21:49+00:00
RT @CP___TT: Here are some common chart patterns on both the bullish and bearish sides. Think this is overall a cool chart I thought I’d sh…,akund001,,2022-06-28 15:21:16+00:00
RT @CP___TT: Here are some common chart patterns on both the bullish and bearish sides. Think this is overall a cool chart I thought I’d sh…,LowKeyBANGARANG,Never Never Land,2022-06-28 15:16:02+00:00
RT @CP___TT: Here are some common chart patterns on both the bullish and bearish sides. Think this is overall a cool chart I thought I’d sh…,investabrew,,2022-06-28 15:14:18+00:00
RT @CP___TT: Here are some common chart patterns on both the bullish and bearish sides. Think this is overall a cool chart I thought I’d sh…,DariuszPra,,2022-06-28 15:12:37+00:00
RT @CP___TT: Here are some common chart patterns on both the bullish and bearish sides. Think this is overall a cool chart I thought I’d sh…,Ricardo_Marenco,"Los Angeles, CA",2022-06-28 15:10:10+00:00
RT @CP___TT: Here are some common chart patterns on both the bullish and bearish sides. Think this is overall a cool chart I thought I’d sh…,reddychintu547,,2022-06-28 15:06:16+00:00
RT @CP___TT: Here are some common chart patterns on both the bullish and bearish sides. Think this is overall a cool chart I thought I’d sh…,lamproce,PALM OF AFRICA ASE,2022-06-28 15:02:24+00:00
RT @CP___TT: Here are some common chart patterns on both the bullish and bearish sides. Think this is overall a cool chart I thought I’d sh…,BuzyB123,United States,2022-06-28 15:01:27+00:00
RT @CP___TT: Here are some common chart patterns on both the bullish and bearish sides. Think this is overall a cool chart I thought I’d sh…,rac4life,"Indiana, USA",2022-06-28 14:52:12+00:00
RT @CP___TT: Here are some common chart patterns on both the bullish and bearish sides. Think this is overall a cool chart I thought I’d sh…,denramirez23,"Las Vegas, NV",2022-06-28 14:39:32+00:00
RT @CP___TT: Here are some common chart patterns on both the bullish and bearish sides. Think this is overall a cool chart I thought I’d sh…,502Don_K,,2022-06-28 14:37:14+00:00
RT @CP___TT: Here are some common chart patterns on both the bullish and bearish sides. Think this is overall a cool chart I thought I’d sh…,Marekr_13,,2022-06-28 14:34:29+00:00
RT @CP___TT: Here are some common chart patterns on both the bullish and bearish sides. Think this is overall a cool chart I thought I’d sh…,StrategicMngmt,"Texas, USA",2022-06-28 14:31:50+00:00
RT @CP___TT: Here are some common chart patterns on both the bullish and bearish sides. Think this is overall a cool chart I thought I’d sh…,Fed_ex818,"Lancaster, CA",2022-06-28 14:30:51+00:00
RT @CP___TT: Here are some common chart patterns on both the bullish and bearish sides. Think this is overall a cool chart I thought I’d sh…,JohnSTOXton,,2022-06-28 14:27:56+00:00
RT @CP___TT: Here are some common chart patterns on both the bullish and bearish sides. Think this is overall a cool chart I thought I’d sh…,DelommkDelmar,,2022-06-28 14:26:55+00:00
RT @CP___TT: Here are some common chart patterns on both the bullish and bearish sides. Think this is overall a cool chart I thought I’d sh…,alexadureb,,2022-06-28 14:24:50+00:00
RT @CP___TT: Here are some common chart patterns on both the bullish and bearish sides. Think this is overall a cool chart I thought I’d sh…,Gambiste1,,2022-06-28 14:24:42+00:00
RT @CP___TT: Here are some common chart patterns on both the bullish and bearish sides. Think this is overall a cool chart I thought I’d sh…,winstantmee,,2022-06-28 14:24:10+00:00
RT @CP___TT: Here are some common chart patterns on both the bullish and bearish sides. Think this is overall a cool chart I thought I’d sh…,Colin41008222,,2022-06-28 14:23:23+00:00
RT @CP___TT: Here are some common chart patterns on both the bullish and bearish sides. Think this is overall a cool chart I thought I’d sh…,imVishnuK,🌏🌎🌍,2022-06-28 14:18:47+00:00
RT @CP___TT: Here are some common chart patterns on both the bullish and bearish sides. Think this is overall a cool chart I thought I’d sh…,OckhamsRazor22,United States,2022-06-28 14:17:32+00:00
"RT @Snowfish_Tradin: GM! $SPY still consolidating/flagging here btw 388-392, bullish above bearish below. We spoke in detail about our plan…",Ceni_Capital,,2022-06-28 14:11:14+00:00
RT @CP___TT: Here are some common chart patterns on both the bullish and bearish sides. Think this is overall a cool chart I thought I’d sh…,mramzansiddiqui,DUBAI(U.A.E),2022-06-28 14:05:45+00:00
RT @CP___TT: Here are some common chart patterns on both the bullish and bearish sides. Think this is overall a cool chart I thought I’d sh…,Nmistry6,"Oakland, CA",2022-06-28 14:02:09+00:00
RT @CP___TT: Here are some common chart patterns on both the bullish and bearish sides. Think this is overall a cool chart I thought I’d sh…,BlueSkyyy07,,2022-06-28 13:59:50+00:00
RT @CP___TT: Here are some common chart patterns on both the bullish and bearish sides. Think this is overall a cool chart I thought I’d sh…,Smitdawg6,,2022-06-28 13:58:47+00:00
Everyone on fintwit claiming everyone else on fintwit is bullish therefore they are bearish. Prob bullish $spx $spy $qqq $ndx,SpeculateMoore,In front of screen,2022-06-28 13:54:42+00:00
RT @CP___TT: Here are some common chart patterns on both the bullish and bearish sides. Think this is overall a cool chart I thought I’d sh…,r_wallstreet_,Wall Street,2022-06-28 13:52:46+00:00
RT @CP___TT: Here are some common chart patterns on both the bullish and bearish sides. Think this is overall a cool chart I thought I’d sh…,csstraders,USA,2022-06-28 13:38:30+00:00
RT @CP___TT: Here are some common chart patterns on both the bullish and bearish sides. Think this is overall a cool chart I thought I’d sh…,GraapBernd,hamburg,2022-06-28 13:36:36+00:00
RT @CP___TT: Here are some common chart patterns on both the bullish and bearish sides. Think this is overall a cool chart I thought I’d sh…,SubliminalSport,"Los Angeles, CA",2022-06-28 13:35:25+00:00
RT @CP___TT: Here are some common chart patterns on both the bullish and bearish sides. Think this is overall a cool chart I thought I’d sh…,OCSO421,"Oklahoma, USA",2022-06-28 13:32:41+00:00
RT @CP___TT: Here are some common chart patterns on both the bullish and bearish sides. Think this is overall a cool chart I thought I’d sh…,L4rgoEmb4rgo,,2022-06-28 13:26:24+00:00
RT @CP___TT: Here are some common chart patterns on both the bullish and bearish sides. Think this is overall a cool chart I thought I’d sh…,1JUANDELGADO,77063,2022-06-28 13:26:03+00:00
RT @CP___TT: Here are some common chart patterns on both the bullish and bearish sides. Think this is overall a cool chart I thought I’d sh…,InfiniteDiluti1,,2022-06-28 13:25:32+00:00
RT @CP___TT: Here are some common chart patterns on both the bullish and bearish sides. Think this is overall a cool chart I thought I’d sh…,BravesBravo,,2022-06-28 13:21:28+00:00
"GM! $SPY still consolidating/flagging here btw 388-392, bullish above bearish below. We spoke in detail about our p… https://t.co/lldarp9zMs",Snowfish_Tradin,United States,2022-06-28 13:19:54+00:00
RT @CP___TT: Here are some common chart patterns on both the bullish and bearish sides. Think this is overall a cool chart I thought I’d sh…,Morbius7770,"Montréal, Québec",2022-06-28 13:18:59+00:00
RT @CP___TT: Here are some common chart patterns on both the bullish and bearish sides. Think this is overall a cool chart I thought I’d sh…,RaffaellaDeFili,"Charlotte, NC",2022-06-28 13:18:35+00:00
$SPY Stuck in 388-392 range with now Narrow CPR. CB Consumer Confidence @ 10AM ET. OPEC &amp; Powell tomorrow. Bullish… https://t.co/1TGHwg8Ka9,S3NSF,,2022-06-28 13:17:29+00:00
RT @CP___TT: Here are some common chart patterns on both the bullish and bearish sides. Think this is overall a cool chart I thought I’d sh…,Juni085,,2022-06-28 13:16:15+00:00
RT @CP___TT: Here are some common chart patterns on both the bullish and bearish sides. Think this is overall a cool chart I thought I’d sh…,doitforCRYPTO,"Brooklyn, NY",2022-06-28 13:14:55+00:00
RT @CP___TT: Here are some common chart patterns on both the bullish and bearish sides. Think this is overall a cool chart I thought I’d sh…,giraud_miguel,,2022-06-28 13:11:23+00:00
RT @CP___TT: Here are some common chart patterns on both the bullish and bearish sides. Think this is overall a cool chart I thought I’d sh…,OneTheory89,United States,2022-06-28 13:06:22+00:00
RT @CP___TT: Here are some common chart patterns on both the bullish and bearish sides. Think this is overall a cool chart I thought I’d sh…,ChachoEsquire,Toronto,2022-06-28 13:05:40+00:00
#TradingView AsExpected TurnAroundTuesday higher👇8Pics+Below are Summer Bullish👇ONLY BAD NEWS ruins #FOMO if Seller… https://t.co/mWSUAzdKdh,CFPStrategist4U,StockMarketKnowledgeOPINIONS👇,2022-06-28 13:04:00+00:00
RT @CP___TT: Here are some common chart patterns on both the bullish and bearish sides. Think this is overall a cool chart I thought I’d sh…,kimchichan83,Singapore,2022-06-28 13:03:12+00:00
RT @CP___TT: Here are some common chart patterns on both the bullish and bearish sides. Think this is overall a cool chart I thought I’d sh…,YuZhu4,,2022-06-28 13:01:01+00:00
RT @CP___TT: Here are some common chart patterns on both the bullish and bearish sides. Think this is overall a cool chart I thought I’d sh…,satyacitizen,,2022-06-28 12:55:52+00:00
RT @CP___TT: Here are some common chart patterns on both the bullish and bearish sides. Think this is overall a cool chart I thought I’d sh…,archna2011,"Chicago, IL",2022-06-28 12:54:50+00:00
RT @CP___TT: Here are some common chart patterns on both the bullish and bearish sides. Think this is overall a cool chart I thought I’d sh…,MacroRamon,,2022-06-28 12:54:40+00:00
RT @CP___TT: Here are some common chart patterns on both the bullish and bearish sides. Think this is overall a cool chart I thought I’d sh…,Noelpmy,,2022-06-28 12:43:27+00:00
RT @CP___TT: Here are some common chart patterns on both the bullish and bearish sides. Think this is overall a cool chart I thought I’d sh…,Lows3D,"St Augustine Beach, FL",2022-06-28 12:42:35+00:00
RT @CP___TT: Here are some common chart patterns on both the bullish and bearish sides. Think this is overall a cool chart I thought I’d sh…,adscouting,,2022-06-28 12:41:18+00:00
RT @CP___TT: Here are some common chart patterns on both the bullish and bearish sides. Think this is overall a cool chart I thought I’d sh…,tigbiz12,,2022-06-28 12:35:05+00:00
RT @CP___TT: Here are some common chart patterns on both the bullish and bearish sides. Think this is overall a cool chart I thought I’d sh…,Kathryn86126162,"Naples, FL",2022-06-28 12:34:21+00:00
RT @CP___TT: Here are some common chart patterns on both the bullish and bearish sides. Think this is overall a cool chart I thought I’d sh…,Sadur53617254,,2022-06-28 12:33:18+00:00
RT @CP___TT: Here are some common chart patterns on both the bullish and bearish sides. Think this is overall a cool chart I thought I’d sh…,J5867805771,,2022-06-28 12:28:55+00:00
RT @CP___TT: Here are some common chart patterns on both the bullish and bearish sides. Think this is overall a cool chart I thought I’d sh…,eyeste1n,"Delaware, USA",2022-06-28 12:28:23+00:00
RT @CP___TT: Here are some common chart patterns on both the bullish and bearish sides. Think this is overall a cool chart I thought I’d sh…,traderbro_,,2022-06-28 12:27:00+00:00
"Expect today to be another inside day. Slightly more bullish than bearish, but I can see the downside play. 

$TSLA $SPY",TigerWolfCap,wall st,2022-06-28 12:24:53+00:00
RT @CP___TT: Here are some common chart patterns on both the bullish and bearish sides. Think this is overall a cool chart I thought I’d sh…,gaganNS2210,"Mississauga, Ontario",2022-06-28 12:20:20+00:00
RT @CP___TT: Here are some common chart patterns on both the bullish and bearish sides. Think this is overall a cool chart I thought I’d sh…,justiceobilor,The Netherlands,2022-06-28 12:12:54+00:00
RT @CP___TT: Here are some common chart patterns on both the bullish and bearish sides. Think this is overall a cool chart I thought I’d sh…,Jalen26439178,,2022-06-28 12:05:48+00:00
RT @CP___TT: Here are some common chart patterns on both the bullish and bearish sides. Think this is overall a cool chart I thought I’d sh…,Fletchtweety,Ontario,2022-06-28 12:04:37+00:00
RT @CP___TT: Here are some common chart patterns on both the bullish and bearish sides. Think this is overall a cool chart I thought I’d sh…,MakTraded,"Calgary, Alberta",2022-06-28 12:02:29+00:00
RT @CP___TT: Here are some common chart patterns on both the bullish and bearish sides. Think this is overall a cool chart I thought I’d sh…,TheFerg90,,2022-06-28 11:59:05+00:00
"Play ideas on $SPY today:

Bullish: Confirmation over $390.78, targets are $393.05 and $394.74

Bearish: Confirmati… https://t.co/qKDRfWv4ql",CapitalGainz5,"Texas, USA",2022-06-28 11:58:03+00:00
RT @CP___TT: Here are some common chart patterns on both the bullish and bearish sides. Think this is overall a cool chart I thought I’d sh…,Decadent_David,"Philadelphia, The Main Line",2022-06-28 11:42:58+00:00
RT @CP___TT: Here are some common chart patterns on both the bullish and bearish sides. Think this is overall a cool chart I thought I’d sh…,Jaymogul_,"New York, USA",2022-06-28 11:38:48+00:00
RT @CP___TT: Here are some common chart patterns on both the bullish and bearish sides. Think this is overall a cool chart I thought I’d sh…,xyopapi,,2022-06-28 11:34:53+00:00
RT @CP___TT: Here are some common chart patterns on both the bullish and bearish sides. Think this is overall a cool chart I thought I’d sh…,DAWS21169757,,2022-06-28 11:34:22+00:00
RT @CP___TT: Here are some common chart patterns on both the bullish and bearish sides. Think this is overall a cool chart I thought I’d sh…,Syntheto1,Home,2022-06-28 11:27:06+00:00
RT @CP___TT: Here are some common chart patterns on both the bullish and bearish sides. Think this is overall a cool chart I thought I’d sh…,HicksChiroprac1,,2022-06-28 11:24:33+00:00
RT @CP___TT: Here are some common chart patterns on both the bullish and bearish sides. Think this is overall a cool chart I thought I’d sh…,Ag42530382A,,2022-06-28 11:09:58+00:00
RT @CP___TT: Here are some common chart patterns on both the bullish and bearish sides. Think this is overall a cool chart I thought I’d sh…,brian_lyncook,"Austin, TX",2022-06-28 11:06:33+00:00
RT @CP___TT: Here are some common chart patterns on both the bullish and bearish sides. Think this is overall a cool chart I thought I’d sh…,WsArab,,2022-06-28 10:55:24+00:00
RT @CP___TT: Here are some common chart patterns on both the bullish and bearish sides. Think this is overall a cool chart I thought I’d sh…,HonchoBet,"New York, NY",2022-06-28 10:49:18+00:00
RT @CP___TT: Here are some common chart patterns on both the bullish and bearish sides. Think this is overall a cool chart I thought I’d sh…,elevelen11,,2022-06-28 10:45:28+00:00
RT @CP___TT: Here are some common chart patterns on both the bullish and bearish sides. Think this is overall a cool chart I thought I’d sh…,TT_TarikToprak,"Istanbul, Turkey",2022-06-28 10:33:39+00:00
RT @CP___TT: Here are some common chart patterns on both the bullish and bearish sides. Think this is overall a cool chart I thought I’d sh…,huichen69633364,,2022-06-28 10:29:29+00:00
RT @CP___TT: Here are some common chart patterns on both the bullish and bearish sides. Think this is overall a cool chart I thought I’d sh…,rally0111,,2022-06-28 10:22:43+00:00
RT @CP___TT: Here are some common chart patterns on both the bullish and bearish sides. Think this is overall a cool chart I thought I’d sh…,BR0BOKEN,Hoboken/Jersey City,2022-06-28 10:19:58+00:00
RT @CP___TT: Here are some common chart patterns on both the bullish and bearish sides. Think this is overall a cool chart I thought I’d sh…,AdrisCelms,,2022-06-28 10:19:10+00:00
RT @CP___TT: Here are some common chart patterns on both the bullish and bearish sides. Think this is overall a cool chart I thought I’d sh…,venky_venky_hou,"Houston, TX 🇺🇸",2022-06-28 10:18:59+00:00
RT @CP___TT: Here are some common chart patterns on both the bullish and bearish sides. Think this is overall a cool chart I thought I’d sh…,Hisonstrades,,2022-06-28 10:09:02+00:00
RT @CP___TT: Here are some common chart patterns on both the bullish and bearish sides. Think this is overall a cool chart I thought I’d sh…,WKroeschell,,2022-06-28 09:50:40+00:00
RT @CP___TT: Here are some common chart patterns on both the bullish and bearish sides. Think this is overall a cool chart I thought I’d sh…,EricVazq1,United States,2022-06-28 09:45:44+00:00
RT @CP___TT: Here are some common chart patterns on both the bullish and bearish sides. Think this is overall a cool chart I thought I’d sh…,sam28730554,"Summerville, SC",2022-06-28 09:44:43+00:00
RT @CP___TT: Here are some common chart patterns on both the bullish and bearish sides. Think this is overall a cool chart I thought I’d sh…,AngelaR111111,,2022-06-28 09:43:08+00:00
RT @CP___TT: Here are some common chart patterns on both the bullish and bearish sides. Think this is overall a cool chart I thought I’d sh…,stocksurfing,,2022-06-28 09:30:29+00:00
RT @CP___TT: Here are some common chart patterns on both the bullish and bearish sides. Think this is overall a cool chart I thought I’d sh…,Liana98859961,,2022-06-28 08:51:20+00:00
RT @CP___TT: Here are some common chart patterns on both the bullish and bearish sides. Think this is overall a cool chart I thought I’d sh…,NishaLaaureeen,,2022-06-28 08:47:31+00:00
RT @CP___TT: Here are some common chart patterns on both the bullish and bearish sides. Think this is overall a cool chart I thought I’d sh…,sloopfissy,,2022-06-28 08:25:51+00:00
RT @CP___TT: Here are some common chart patterns on both the bullish and bearish sides. Think this is overall a cool chart I thought I’d sh…,BigDickBlack,,2022-06-28 08:03:07+00:00
RT @CP___TT: Here are some common chart patterns on both the bullish and bearish sides. Think this is overall a cool chart I thought I’d sh…,MarketFisherma1,"San Jose, CA",2022-06-28 08:01:42+00:00
RT @CP___TT: Here are some common chart patterns on both the bullish and bearish sides. Think this is overall a cool chart I thought I’d sh…,princecrypto9,United States,2022-06-28 07:31:53+00:00
RT @CP___TT: Here are some common chart patterns on both the bullish and bearish sides. Think this is overall a cool chart I thought I’d sh…,HenryThe24th,"Los Angeles, CA",2022-06-28 07:26:42+00:00
RT @CP___TT: Here are some common chart patterns on both the bullish and bearish sides. Think this is overall a cool chart I thought I’d sh…,bennymarket6,,2022-06-28 06:51:33+00:00
RT @CP___TT: Here are some common chart patterns on both the bullish and bearish sides. Think this is overall a cool chart I thought I’d sh…,InvestSir,,2022-06-28 06:31:43+00:00
RT @CP___TT: Here are some common chart patterns on both the bullish and bearish sides. Think this is overall a cool chart I thought I’d sh…,Erick94761983,,2022-06-28 06:30:11+00:00
RT @CP___TT: Here are some common chart patterns on both the bullish and bearish sides. Think this is overall a cool chart I thought I’d sh…,SunDevilAZ99,"Arizona, USA",2022-06-28 06:29:23+00:00
RT @CP___TT: Here are some common chart patterns on both the bullish and bearish sides. Think this is overall a cool chart I thought I’d sh…,Mimigold26,,2022-06-28 06:27:29+00:00
RT @CP___TT: Here are some common chart patterns on both the bullish and bearish sides. Think this is overall a cool chart I thought I’d sh…,DavidYordan777,"Kota Surabaya, Jawa Timur",2022-06-28 06:18:55+00:00
RT @CP___TT: Here are some common chart patterns on both the bullish and bearish sides. Think this is overall a cool chart I thought I’d sh…,IllanVargas,,2022-06-28 06:13:19+00:00
RT @CP___TT: Here are some common chart patterns on both the bullish and bearish sides. Think this is overall a cool chart I thought I’d sh…,Mr_Mike_9,"Washington, DC",2022-06-28 06:05:55+00:00
RT @CP___TT: Here are some common chart patterns on both the bullish and bearish sides. Think this is overall a cool chart I thought I’d sh…,benbelgica,Ghent - Belgium,2022-06-28 05:27:51+00:00
RT @CP___TT: Here are some common chart patterns on both the bullish and bearish sides. Think this is overall a cool chart I thought I’d sh…,HexMachineV2b,straya,2022-06-28 05:23:02+00:00
RT @CP___TT: Here are some common chart patterns on both the bullish and bearish sides. Think this is overall a cool chart I thought I’d sh…,LordCoin,Sweden,2022-06-28 05:07:45+00:00
RT @CP___TT: Here are some common chart patterns on both the bullish and bearish sides. Think this is overall a cool chart I thought I’d sh…,Gambiste1,,2022-06-28 05:00:27+00:00
RT @CP___TT: Here are some common chart patterns on both the bullish and bearish sides. Think this is overall a cool chart I thought I’d sh…,mrboro615,Suge Avery's House,2022-06-28 04:54:57+00:00
RT @CP___TT: Here are some common chart patterns on both the bullish and bearish sides. Think this is overall a cool chart I thought I’d sh…,Barchart,"Chicago, IL",2022-06-28 04:54:31+00:00
RT @CP___TT: Here are some common chart patterns on both the bullish and bearish sides. Think this is overall a cool chart I thought I’d sh…,AlecCurtis07,,2022-06-28 03:54:29+00:00
@alllSevens not sure about that. flow is bullish for baba (a chinese stock that does not follow spy whatsoever espe… https://t.co/zUJh1d9rR2,Edward48053419,,2022-06-28 03:02:04+00:00
RT @CP___TT: Here are some common chart patterns on both the bullish and bearish sides. Think this is overall a cool chart I thought I’d sh…,DarthTraderLLC,"Oklahoma City, OK",2022-06-28 02:52:23+00:00
RT @CP___TT: Here are some common chart patterns on both the bullish and bearish sides. Think this is overall a cool chart I thought I’d sh…,ToryGainez,"New York, USA",2022-06-28 02:10:12+00:00
RT @CP___TT: Here are some common chart patterns on both the bullish and bearish sides. Think this is overall a cool chart I thought I’d sh…,bobblehead84,,2022-06-28 01:56:05+00:00
RT @CP___TT: Here are some common chart patterns on both the bullish and bearish sides. Think this is overall a cool chart I thought I’d sh…,StonkSleeper,"Bangkok Yai, Bangkok",2022-06-28 01:42:48+00:00
Here are some common chart patterns on both the bullish and bearish sides. Think this is overall a cool chart I tho… https://t.co/yUkjsGQemg,CP___TT,🇺🇸 ,2022-06-27 23:44:07+00:00
1) $AMC $GME $IWM $SPY: Spinning Top on #SPY; consolidation. Bearish Doji Star on $IWM; statistically is 69%… https://t.co/rAFnQvZ5ix,StockEdMarket09,"Austin, TX",2022-06-27 23:10:29+00:00
"RT @nopecharts: How'd NOPE do on $SPY today?

- 7 Bullish Signals alerted. 5 / 7 🎯 successful.
- 5 Bearish Signal alerted. 4 / 5 🎯 successf…",StringerHolding,"Toronto, Canada",2022-06-27 22:49:38+00:00
"RT @SwingTradeBot: Tonight's scans: 54% bullish, 45% bearish. Top 2: Non-ADX 1,2,3,4 Bearish &amp; MACD Bullish Signal Line Cross $SPY $QQQ $ST…",AlertTrade,,2022-06-27 22:36:04+00:00
No reason to bearish on #SPY just yet nor bullish. Waiting for confirmation to give clearer direction. https://t.co/Ws4nnc4gay,Picstocktrading,,2022-06-27 22:24:19+00:00
"RT @nopecharts: How'd NOPE do on $SPY today?

- 7 Bullish Signals alerted. 5 / 7 🎯 successful.
- 5 Bearish Signal alerted. 4 / 5 🎯 successf…",unusual_whales,,2022-06-27 22:21:09+00:00
"Tonight's scans: 54% bullish, 45% bearish. Top 2: Non-ADX 1,2,3,4 Bearish &amp; MACD Bullish Signal Line Cross $SPY… https://t.co/nJ1Ht19MHj",SwingTradeBot,,2022-06-27 21:37:17+00:00
Monday Stock Market Recap: Bullish Alerts:Bearish Alerts 2805:2386 $SPY $QQQ $STUDY https://t.co/jDfB3omYpK,SwingTradeBot,,2022-06-27 21:28:22+00:00
"Major Levels 6/28 Watchlist:

SPY:
Bullish: 390 - 392.94 (PM high)
Bearish: Below 387.51

QQQ:
Bullish: 295 - 297.8… https://t.co/skp2zNuHJe",DWadeC1,,2022-06-27 20:50:30+00:00
"How'd NOPE do on $SPY today?

- 7 Bullish Signals alerted. 5 / 7 🎯 successful.
- 5 Bearish Signal alerted. 4 / 5 🎯… https://t.co/jkmPXiMsUf",nopecharts,,2022-06-27 20:38:52+00:00
The multibillion-dollar hedge fund managers @WhitneyTilson has spoken with in the past wk are universally bearish a… https://t.co/TR7B5yMdcG,EmpireResearch,"New York, NY",2022-06-27 17:25:21+00:00
"/ES : the line is 3900 to determine my bias for the day. In shades of gradient, above is bullish, below is bearish.… https://t.co/dtk9gTgrgm",BlueChipBullDog,"Manhattan, New York City",2022-06-27 16:44:41+00:00
"Before yesterday, we had a blue bullish false breakout to the downside. But yesterday, it went clearly back below b… https://t.co/YVsgZItSS3",whinerCetid800,Toluca,2022-06-27 16:21:15+00:00
"RT @PointBlank_Algo: #Cboe Daily Market Statistics

•Equity calls outpace puts by 46.89% (Bullish)
•VIX calls more than double puts (Protec…",Qlabe1,"Bengaluru, India",2022-06-27 15:56:29+00:00
"#Cboe Daily Market Statistics

•Equity calls outpace puts by 46.89% (Bullish)
•VIX calls more than double puts (Pro… https://t.co/IPiYp7NN6A",PointBlank_Algo,Earth,2022-06-27 15:08:14+00:00
RT @TheWuhanClan: China says another 5 years of “Zero Covid” extremely bearish for global supply chains &amp; bullish long term inflation.  $sp…,Til1988,,2022-06-27 14:47:23+00:00
China says another 5 years of “Zero Covid” extremely bearish for global supply chains &amp; bullish long term inflation… https://t.co/aku5Uzo09R,TheWuhanClan,Mandate of Heaven,2022-06-27 14:47:11+00:00
"RT @MrBooksy: #AMC TA for the week was done in the video last night. 
https://t.co/lwSlgpsFha

Key levels, short term bearish/bullish proba…",RealOZ22,,2022-06-27 13:58:45+00:00
"#AMC TA for the week was done in the video last night. 
https://t.co/lwSlgpsFha

Key levels, short term bearish/bul… https://t.co/LdpUJOP7by",MrBooksy,,2022-06-27 13:55:44+00:00
"RT @S3NSF: $SPY OPEC this week, currently Gap filled. Bullish on 392.5 Breakout to 394 - 396 - 398.5. Bearish on 388 Breakdown to 386.5 - 3…",alerts_real,,2022-06-27 13:54:44+00:00
"$SPY OPEC this week, currently Gap filled. Bullish on 392.5 Breakout to 394 - 396 - 398.5. Bearish on 388 Breakdown… https://t.co/PN47sUiYDw",S3NSF,,2022-06-27 13:46:53+00:00
"RT @techoptrader: $KWEB  #KWEB  
Short Term bullish above $35.11  Target is $39.93

however, volume is decreasing 

Bearish below $30.00…",Qlabe1,"Bengaluru, India",2022-06-27 13:36:17+00:00
"#stonksteam Monday
#ewave by T.L.
$spy $spx #futures 
3950 then profit taking on tuesday?
bullish and bearish outco… https://t.co/IDyfJc3iNN",stonksrus,"On the Mississippi, USA",2022-06-27 13:32:26+00:00
"$KWEB  #KWEB  
Short Term bullish above $35.11  Target is $39.93

however, volume is decreasing 

Bearish below $30… https://t.co/O4q90WStDZ",techoptrader,Toronto,2022-06-27 13:25:52+00:00
"$SPY 2 gap-up last week. Bad sign for rally to continue on July unless:

Bullish case: Pullback and fill two bull g… https://t.co/ReH4WTnh5A",ClaymmorezChart,,2022-06-27 11:58:54+00:00
"11% of S&amp;P 500 stocks are in bullish trends = bearish + improving. Taking a look at weekly S&amp;P 500, Gold and Bitcoi… https://t.co/Zer0jtq5IX",lunatictrader1,,2022-06-27 07:14:59+00:00
"@Remtac870 As of now Spy futures are at 393. We can continue bullish to 417, and still be in a bearish downtrend. I… https://t.co/2w3V7HRKXR",The0verLook,"333 E Wonderview Ave, Co ",2022-06-27 03:49:51+00:00
"Wave (4) is still looking pretty, have been looking for a re-entry at these lvls, eyeing the August puts, still nee… https://t.co/57ICSHoxAt",Elsberry9,Dream kill,2022-06-27 03:32:56+00:00
"@alexothemagnif1 $AAPL is $SPY 

🤣🤣

I swear every time I’m like ok I’ll take calls in $AAPL and not $SPY ;
$SPY co… https://t.co/7DtnPGk9KV",alllSevens,Financial Markets,2022-06-27 02:59:38+00:00
RT @WolfOfWeedST: U do realize that the businesses and capital markets are two completely seperate entities right? U can’t be Bearish $spx…,sandyorgn,"Sandy, OR",2022-06-27 00:31:36+00:00
RT @WolfOfWeedST: U do realize that the businesses and capital markets are two completely seperate entities right? U can’t be Bearish $spx…,WeedStreet420,Canada,2022-06-26 19:50:41+00:00
U do realize that the businesses and capital markets are two completely seperate entities right? U can’t be Bearish… https://t.co/bxNY0SnmOy,WolfOfWeedST,"Florida, USA",2022-06-26 19:04:32+00:00
Liking $XBI a lot. Institutional accumulation is definitely prevalent in the $80’s. Waiting for a better bottom.… https://t.co/FnBIPvrba1,GrE3kTrader,"Pittsburgh, PA",2022-06-26 18:06:56+00:00
"@unusual_whales Spy is it bearish or bullish for 15 July expiry , please thanks",RAWAGENT7,Everywhere ,2022-06-26 17:30:52+00:00
Bearish or bullish this week? #spy,RaderTrader101,"Ohio, USA",2022-06-26 14:50:41+00:00
