text,user,location,date
"The Nasdaq Composite Index is in a bear market, down over 20% from its recent high and losing $5tn in market value.… https://t.co/sdC8fkArjI",leadlagreport,Click link for two weeks free,2022-03-14 22:44:01+00:00
"RT @DrivingTheDay: Mar 14 #DJIA 0.00%, S&amp;P 500 -0.74%, #NASDAQ  Composite -2.04%, #FOMC Mar 15-16  https://t.co/vHr4MsvSaA #Fed #stocks #in…",expricom,,2022-03-14 22:43:06+00:00
S&amp;P 500 ($SPY) Most Recommended Stocks to Buy based on at least 15 analysts recommendations $SBNY $MSFT $NOW $AMZN 🆓 https://t.co/qy06hVw5PZ,hardik_happy,"Citrus Heights, CA 🇺🇸",2022-03-14 22:41:34+00:00
RT @enricjaimez: 🔹The number of Eurozone ETFs outperforming the S&amp;P 500 on a YTD basis contracted sharply. Internal and external price tren…,DavidDuque,,2022-03-14 22:40:49+00:00
S&amp;P 500 ($SPY) Most Recommended Stocks to Buy based on at least 15 analysts recommendations $SBNY $MSFT $NOW $AMZN https://t.co/EM4AEsSHjH,Finscreener_com,,2022-03-14 22:40:22+00:00
"Overnight global stocks and currencies. The S&amp;P 500 fell 0.7% to 4,173.11, while the tech-heavy Nasdaq slid 2.0% to… https://t.co/eCYZjpPFRm",Bell_Potter,Australia,2022-03-14 22:37:00+00:00
"U.S. stocks lower Monday, erasing earlier gains, w/investors looking to Fed's policy decision this wk., amid ongoin… https://t.co/e96ZeLp5nY",DTradingAcademy,Worldwide,2022-03-14 22:32:30+00:00
"Brace yourself! We may have positive returns by the end of the year! Or at least, that's what the statistics say… https://t.co/xKauP7CxGz",Against_hype,"Madrid, Comunidad de Madrid",2022-03-14 22:31:49+00:00
"👀 
The S&amp;P 500 Just Hit a ‘Death Cross.’ Why It's Good News for Investors. | Barron's https://t.co/OZOjP5fO7a",MadHatterDeFI,Earth,2022-03-14 22:19:57+00:00
"S&amp;P 500 $SPY most uncommon volume during today $NLSN $OGN $MRNA $CTRA $ALGN  
 
Learn more: https://t.co/65SMRf9Vin https://t.co/4rkldXSTmR",Finscreener_com,,2022-03-14 22:18:19+00:00
"RT @DrivingTheDay: Mar 14 #DJIA 0.00%, S&amp;P 500 -0.74%, #NASDAQ  Composite -2.04%, #FOMC Mar 15-16  https://t.co/vHr4MsvSaA #Fed #stocks #in…",DomainMondo,Online,2022-03-14 22:14:47+00:00
"Nasdaq 100 Dips to New 2022 Low, S&amp;P 500 at Risk as Death-Cross Flashes Bearish Signal $NDX $SPX $DJI https://t.co/wurtTVeNOZ",TalkMarkets,,2022-03-14 22:12:56+00:00
"RT @LTI_finance: “I’ll buy when stocks drop”

S&amp;P 500 ENTERS CORRECTION
NASDAQ IN NEW BEAR MARKET

“I’m not buying now! The stock market is…",fchaumac_chau,,2022-03-14 22:06:39+00:00
"S&amp;P 500 $SPY most active stocks during last session $AAPL $AMD $F $BAC  
 
Learn more: https://t.co/QBe75h5cTD https://t.co/J6O77BFWQ4",Finscreener_com,,2022-03-14 22:03:47+00:00
"S&amp;P 500 $SPY Top Gainers during today  $NLSN $EPAM $PARA $MRNA 
    
Learn more: https://t.co/GHCpoWwQo9 https://t.co/LYOJ9NxHAr",Finscreener_com,,2022-03-14 22:02:04+00:00
"S&amp;P 500 $SPY Top Gainers during today $NLSN $EPAM $PARA $MRNA  
 
Learn more: https://t.co/GHCpoWwQo9 https://t.co/HbnZwb4tvs",Finscreener_com,,2022-03-14 22:00:31+00:00
"RT @DrivingTheDay: Mar 14 #DJIA 0.00%, S&amp;P 500 -0.74%, #NASDAQ  Composite -2.04%, #FOMC Mar 15-16  https://t.co/vHr4MsvSaA #Fed #stocks #in…",UnderMyPalm,"Florida, USA",2022-03-14 21:59:28+00:00
RT @enricjaimez: 🔹The number of Eurozone ETFs outperforming the S&amp;P 500 on a YTD basis contracted sharply. Internal and external price tren…,luisincinosa,Maracaibo,2022-03-14 21:58:12+00:00
"RT @StockMKTNewz: Best and worst performing S&amp;P 500 stocks so far today

Best:
1 Nielsen $NLSN
2 Moderna $MRNA
3 Paramount $PARA
4 $EPAM
5…",Anubhav00766719,"Fort Worth, TX",2022-03-14 21:50:01+00:00
The S&amp;P 500 Just Hit a 'Death Cross.' Why It's Good News for the Stock Market. - Barron's  https://t.co/5ITp8tbj35,stock_camel,,2022-03-14 21:48:36+00:00
The S&amp;P 500 Just Hit a ‘Death Cross.’ Why It's Good News for Investors.  https://t.co/ElFSzdMMb2,UniqueBeginnin2,United States,2022-03-14 21:43:33+00:00
S&amp;P 500 marks 1st death cross in 2 years as investors assess Russia-Ukraine ahead of Fed decision #stocks #markets… https://t.co/QHzIHqo1i1,MichaelOngRisk,,2022-03-14 21:43:12+00:00
The S&amp;P 500 Just Hit a ‘Death Cross.’ Why It's Good News for Investors. | Barron's https://t.co/lZsmWJJ0co,alanpate15,,2022-03-14 21:33:40+00:00
MARKETS: Stocks sway lower and crude oil slides to $100 per barrel. The S&amp;P 500 gave up an early gain and closed 0.… https://t.co/nNRGDJXAYu,THESKY973DOTCOM,"Gainesville-Ocala, FL",2022-03-14 21:32:27+00:00
"RT @StockMKTNewz: Best and worst performing S&amp;P 500 stocks so far today

Best:
1 Nielsen $NLSN
2 Moderna $MRNA
3 Paramount $PARA
4 $EPAM
5…",DariaGordover,"TOWSON, MD 🇺🇸",2022-03-14 21:27:58+00:00
"RT @StockMKTNewz: Best and worst performing S&amp;P 500 stocks so far today

Best:
1 Nielsen $NLSN
2 Moderna $MRNA
3 Paramount $PARA
4 $EPAM
5…",yassine_akermi,"Belfast, United Kingdom 🇬🇧",2022-03-14 21:27:56+00:00
@PrestonPysh https://t.co/kgr6ndTL6L,heraldvii,"Washington, DC",2022-03-14 21:25:56+00:00
@OnlyWhiteLines @Gambiste1 Bodes just fine. https://t.co/kgr6ndTL6L,heraldvii,"Washington, DC",2022-03-14 21:25:36+00:00
"RT @JayGoonetilleke: Market snapshot💁🏽‍♂️ stocks and oil fell and waiting for interest rate hike. Dow Jones #DJIA gains 1 points or 0.0%, S…",stonkidea,,2022-03-14 21:24:56+00:00
"RT @JG_SBALending: Market snapshot💁🏽‍♂️ stocks and oil fell and waiting for interest rate hike. Dow Jones #DJIA gains 1 points or 0.0%, S&amp;P…",stonkidea,,2022-03-14 21:24:48+00:00
"“I’ll buy when stocks drop”

S&amp;P 500 ENTERS CORRECTION
NASDAQ IN NEW BEAR MARKET

“I’m not buying now! The stock ma… https://t.co/GrpAo3CGMP",LTI_finance,"Honolulu, HI ",2022-03-14 21:14:41+00:00
Market snapshot💁🏽‍♂️ stocks and oil fell and waiting for interest rate hike. Dow Jones #DJIA gains 1 points or 0.0%… https://t.co/t6Ey77fFRj,JayGoonetilleke,Rural OK/PGH🇺🇸C-5🇱🇰,2022-03-14 21:07:15+00:00
Market snapshot💁🏽‍♂️ stocks and oil fell and waiting for interest rate hike. Dow Jones #DJIA gains 1 points or 0.0%… https://t.co/FgFAYv1wmY,JG_SBALending,Rural OK & W. PA🇺🇸 -Col-🇱🇰,2022-03-14 21:07:07+00:00
The S&amp;P 500 Just Hit a &amp;lsquo;Death Cross.&amp;rsquo; Why It's Good News for Investors. https://t.co/a72AYwBcpS,MarketNewsApp,,2022-03-14 21:03:01+00:00
"Today we say hello to the dreaded ""death cross"" on the S&amp;P 500 #stocks. ☠ $SPX https://t.co/shZAV0MJFW",Chuckie_T,NOT Chicago,2022-03-14 20:52:17+00:00
"RT @MarketWatch: U.S. stocks finished mostly lower, as investors weighed the military hostilities in Ukraine and awaited the first rate hik…",MediaFinance,"Northfield, IL",2022-03-14 20:51:01+00:00
"The S&amp;P 500 Just Hit a #DeathCross. Historically, that is good news for long-term investors for the 12 month period… https://t.co/uJE7h7krN0",ScottB_CFP,"Houston, TX",2022-03-14 20:48:58+00:00
"RT @StockMKTNewz: Best and worst performing S&amp;P 500 stocks so far today

Best:
1 Nielsen $NLSN
2 Moderna $MRNA
3 Paramount $PARA
4 $EPAM
5…",jemoederfietst,"DENVER, CO",2022-03-14 20:47:53+00:00
The S&amp;P 500 Just Hit a ‘Death Cross.’ Why It's Good News for the Stock Market. https://t.co/GPgiOGdebP #stock… https://t.co/tVpPtbsayC,ActisonaNewsBot,United States,2022-03-14 20:45:33+00:00
"@ChinaInternet Goldman Sachs' Kostin Lowers Year-End S&amp;P 500 Target to 4700; Likes Energy, Health and Dividend Stoc… https://t.co/WuYdaYvF59",MKucala,Chicago (The Loop),2022-03-14 20:31:55+00:00
"@fintech_review Goldman Sachs' Kostin Lowers Year-End S&amp;P 500 Target to 4700; Likes Energy, Health and Dividend Sto… https://t.co/wIv67CHGV6",MKucala,Chicago (The Loop),2022-03-14 20:31:41+00:00
"🧐
https://t.co/2IwpDTsaaA",CoinQuarantine,,2022-03-14 20:31:33+00:00
"@DeItaone Goldman Sachs' Kostin Lowers Year-End S&amp;P 500 Target to 4700; Likes Energy, Health and Dividend Stocks… https://t.co/NQaF6dmP9N",MKucala,Chicago (The Loop),2022-03-14 20:31:32+00:00
"@ARKInvest Goldman Sachs' Kostin Lowers Year-End S&amp;P 500 Target to 4700; Likes Energy, Health and Dividend Stocks… https://t.co/FVnuSlYvnB",MKucala,Chicago (The Loop),2022-03-14 20:31:23+00:00
"@CNBCnow Goldman Sachs' Kostin Lowers Year-End S&amp;P 500 Target to 4700; Likes Energy, Health and Dividend Stocks… https://t.co/AmdNLiCU4a",MKucala,Chicago (The Loop),2022-03-14 20:31:14+00:00
The S&amp;P 500 Just Hit a ‘Death Cross.’ Why It's Good News for Investors. | Barron's https://t.co/1Weq0HUsBQ,PhillipsRelic,The Street of Dreams,2022-03-14 20:31:01+00:00
"@bettersaidthan1 Goldman Sachs' Kostin Lowers Year-End S&amp;P 500 Target to 4700; Likes Energy, Health and Dividend St… https://t.co/rDeCOL9BUw",MKucala,Chicago (The Loop),2022-03-14 20:30:30+00:00
"@thehill Goldman Sachs' Kostin Lowers Year-End S&amp;P 500 Target to 4700; Likes Energy, Health and Dividend Stocks… https://t.co/qCsiUBUIp6",MKucala,Chicago (The Loop),2022-03-14 20:30:12+00:00
S&amp;P 500 turns lower as Russia-Ukraine ceasefire talks pause ahead of Fed meeting https://t.co/MnbVjnTabw via @mktsinsider,timmins316,"Kingston, Ontario",2022-03-14 20:30:08+00:00
"@jimcramer Goldman Sachs' Kostin Lowers Year-End S&amp;P 500 Target to 4700; Likes Energy, Health and Dividend Stocks… https://t.co/o28PquTts8",MKucala,Chicago (The Loop),2022-03-14 20:30:03+00:00
"@garyblack00 Goldman Sachs' Kostin Lowers Year-End S&amp;P 500 Target to 4700; Likes Energy, Health and Dividend Stocks… https://t.co/Om3Qt2CKcz",MKucala,Chicago (The Loop),2022-03-14 20:29:56+00:00
"@zerohedge Goldman Sachs' Kostin Lowers Year-End S&amp;P 500 Target to 4700; Likes Energy, Health and Dividend Stocks… https://t.co/YyzLjqxpfl",MKucala,Chicago (The Loop),2022-03-14 20:29:44+00:00
"Goldman Sachs' Kostin Lowers Year-End S&amp;P 500 Target to 4700; Likes Energy, Health and Dividend Stocks… https://t.co/fONikrScAO",MKucala,Chicago (The Loop),2022-03-14 20:27:59+00:00
"RT @DrivingTheDay: Mar 14 #DJIA 0.00%, S&amp;P 500 -0.74%, #NASDAQ  Composite -2.04%, #FOMC Mar 15-16  https://t.co/vHr4MsvSaA #Fed #stocks #in…",johnmpoole,"42.050386, -87.671760",2022-03-14 20:25:23+00:00
"RT @DeItaone: U.S. STOCKS EXTEND GAINS, S&amp;P 500 UP 1.00 PCT",ringyeyelo1,"San Diego, CA",2022-03-14 20:24:10+00:00
"RT @MarketWatch: U.S. stocks finished mostly lower, as investors weighed the military hostilities in Ukraine and awaited the first rate hik…",HoodBitcoin,Remote First,2022-03-14 20:23:38+00:00
"S&amp;P 500 DOWN 12.4% in first 49 trading days of 2022, 4th WORST start to a year in history. $SPX #stocks… https://t.co/MSDqBvtuJb",hcrubin2009,NYC  E: (HRubinroit@gmail.com),2022-03-14 20:22:07+00:00
"RT @MarketWatch: U.S. stocks finished mostly lower, as investors weighed the military hostilities in Ukraine and awaited the first rate hik…",ebscbwi,"eileenlovercheck,webster, tx",2022-03-14 20:20:08+00:00
"#Markets Update: 03/14/2022 

S&amp;P 500 Heat Map🔥

$SPX $DJI $IXIC $SPY $IVV $VOO $ES $VIX $DIA $QQQ $NQ $RUT $IWM… https://t.co/ZIHjrzbIQ3",DW3p4c,Options Chain,2022-03-14 20:20:06+00:00
"RT @DrivingTheDay: Mar 14 #DJIA 0.00%, S&amp;P 500 -0.74%, #NASDAQ  Composite -2.04%, #FOMC Mar 15-16  https://t.co/vHr4MsvSaA #Fed #stocks #in…",DrivingTheDay,,2022-03-14 20:19:03+00:00
"RT @MarketWatch: U.S. stocks finished mostly lower, as investors weighed the military hostilities in Ukraine and awaited the first rate hik…",VirtuousTrader,"London, England",2022-03-14 20:18:53+00:00
@Jtfawver That’s gonna be a hell of a dip to buy.  https://t.co/ddJvGuwA80,Chiefs158710,,2022-03-14 20:18:41+00:00
"RT @business: Moderna is the top performer on the S&amp;P 500 Monday, jumping as much as 21%, on renewed Covid-19 fears as parts of China went…",Just1759,,2022-03-14 20:18:23+00:00
"U.S. stocks finished mostly lower, as investors weighed the military hostilities in Ukraine and awaited the first r… https://t.co/waJTCnkFm9",MarketWatch,"New York, NY",2022-03-14 20:18:18+00:00
"RT @CommSec: [CHART] Good Morning, US stocks trade around session lows having given up earlier gains. At best S&amp;P 500 was up 1%; lately dow…",roseattorney,Sydney Australia,2022-03-14 20:17:31+00:00
"Mar 14 #DJIA 0.00%, S&amp;P 500 -0.74%, #NASDAQ  Composite -2.04%, #FOMC Mar 15-16  https://t.co/vHr4MsvSaA #Fed… https://t.co/UefejgBbZm",DrivingTheDay,,2022-03-14 20:16:32+00:00
S&amp;P 500 turns lower as Russia-Ukraine ceasefire talks pause ahead of Fed meeting https://t.co/0yaZw3vCVn (… https://t.co/RM7ly4Fy1X,smorffer,World,2022-03-14 20:14:24+00:00
"Wall Street opens mixed as Ukraine peace talks begin The Dow Jones Industrial Average rose 56.18 points, or 0.17%,… https://t.co/RWD6wNG3fz",MarketsCafe,India,2022-03-14 20:12:05+00:00
S&amp;P 500 turns lower as Russia-Ukraine ceasefire talks pause ahead of Fed meeting https://t.co/FTvivqlVoe,MktsInsider,"New York, NY",2022-03-14 20:10:49+00:00
@CuriousInvest19 @morganhousel While many tech stocks are down 80% in the NASDAQ many are not inside the S&amp;P 500 an… https://t.co/YJXldgtPGF,ValueFound,,2022-03-14 20:10:09+00:00
"RT @StockMKTNewz: Best and worst performing S&amp;P 500 stocks so far today

Best:
1 Nielsen $NLSN
2 Moderna $MRNA
3 Paramount $PARA
4 $EPAM
5…",naik_dharmik,"Diberville, MS",2022-03-14 20:10:06+00:00
3 Beaten-Down S&amp;P 500 Stocks Ready to Bounce Back https://t.co/fJ1PAR5LMo #monexsecurities #stocks,MonexAustralia,"Sydney, New South Wales",2022-03-14 20:03:12+00:00
RT @IncomeWebsites5: Goldman Cuts S&amp;P 500 Target Again as Gloom Descends Upon Stocks - Bloomberg || #BusinessNews Courtesy of Make Money On…,IncomeWebsites5,Honolulu Hawaii,2022-03-14 20:00:03+00:00
RT @enricjaimez: 🔹The number of Eurozone ETFs outperforming the S&amp;P 500 on a YTD basis contracted sharply. Internal and external price tren…,peni_pipi,,2022-03-14 19:58:45+00:00
"RT @ceteraIM: #Markets trade in a wider daily range when volatility is high. So far in Q1, the avg daily trading range for the S&amp;P 500 is 1…",aluke7908,"Olathe, KS",2022-03-14 19:48:49+00:00
"RT @RyanDetrick: Stocks are up today and it isn't a Wednesday.

This is actually fairly rare lately, as the last time a day (other than a W…",HowardVSloan,"Virginia, USA",2022-03-14 19:47:12+00:00
Here are the top eight S&amp;P 500 stocks that generate the highest percentage of total revenue from Russia and Ukraine… https://t.co/MNoXOKRVEx,USNewsInvesting,"Washington, DC",2022-03-14 19:38:20+00:00
"RT @Arora__Ldn: The Nasdaq is now in bear market territory.

Technology stocks are being destroyed in 2022. Makes sense to invest in the S&amp;…",microfounded,🇬🇧,2022-03-14 19:28:33+00:00
3 Downed S&amp;P 500 Stocks Ready to Bounce Back | Personal Finance https://t.co/ROOiF560FY,LiapngB,,2022-03-14 19:07:10+00:00
@AndreasSteno I remember hearing stocks were too big to fail post the pandemic. The S&amp;P 500 reached $40T in market… https://t.co/upyXxKNAdQ,matthew_miskin,Boston,2022-03-14 19:05:36+00:00
"RT @StockMKTNewz: Best and worst performing S&amp;P 500 stocks so far today

Best:
1 Nielsen $NLSN
2 Moderna $MRNA
3 Paramount $PARA
4 $EPAM
5…",_WGMI_,Nairobi,2022-03-14 19:04:39+00:00
"@SenMarkKelly Buying and selling of large multi stock funds like a S&amp;P 500 fund is OK, but not of individual stocks.",JohnAdair111,"Archdale, NC / Cross Hill, SC",2022-03-14 18:53:21+00:00
"RT @business: Moderna is the top performer on the S&amp;P 500 Monday, jumping as much as 21%, on renewed Covid-19 fears as parts of China went…",MShariff1,"Nairobi, Kenya ",2022-03-14 18:50:49+00:00
"10 stocks in the S&amp;P 500 hit new 52-week highs today. Ranged by market cap:
$BRK.B
$ABBV
$BMY
$MCK
$TRV
$WELL
$DTE… https://t.co/jAKkQ02E5u",CalebFranzen,Yields ↑ Assets ↓ Subscribe →,2022-03-14 18:47:52+00:00
The S https://t.co/bSPIojegXM via @Barronsonline,MarkGi007,,2022-03-14 18:47:37+00:00
"RT @themarkethustle: Popular Vanguard ETFs:

S&amp;P 500: $VOO
US Total Market: $VTI
Tech Stocks: $VGT
Small Cap: $VB
Growth Stocks: $VUG
Bond…",ItsMeA07,,2022-03-14 18:46:54+00:00
The S&amp;P 500 Just Hit a ‘Death Cross.’ Why It’s Good News for the Stock Market. https://t.co/DLcBRll53x via @BarronsOnline,TradingAllIn,Corner of Blocknode & Wall St.,2022-03-14 18:46:51+00:00
"https://t.co/xnVJVO9x9G: [CHART] Good Morning, US stocks trade around session lows having given up earlier gains. A… https://t.co/Bxg82O4LGR",InvestorUnity,Sydney Australia,2022-03-14 18:46:38+00:00
"[CHART] Good Morning, US stocks trade around session lows having given up earlier gains. At best S&amp;P 500 was up 1%;… https://t.co/daGsrz14VH",CommSec,Australia,2022-03-14 18:46:11+00:00
The S&amp;P 500 Just Hit a ‘Death Cross.’ Why It's Good News for Investors.  Barron's https://t.co/UC9eeowgUB,daily_trading_t,,2022-03-14 18:46:03+00:00
"RT @StockMKTNewz: Best and worst performing S&amp;P 500 stocks so far today

Best:
1 Nielsen $NLSN
2 Moderna $MRNA
3 Paramount $PARA
4 $EPAM
5…",Jayriq,Kenya,2022-03-14 18:45:00+00:00
"RT @StockMKTNewz: Best and worst performing S&amp;P 500 stocks so far today

Best:
1 Nielsen $NLSN
2 Moderna $MRNA
3 Paramount $PARA
4 $EPAM
5…",bigmikehands,,2022-03-14 18:44:24+00:00
"Best and worst performing S&amp;P 500 stocks so far today

Best:
1 Nielsen $NLSN
2 Moderna $MRNA
3 Paramount $PARA
4… https://t.co/abmIE9ffi7",StockMKTNewz,"New York, NY",2022-03-14 18:42:35+00:00
"RT @DeItaone: U.S. STOCKS EXTEND GAINS, S&amp;P 500 UP 1.00 PCT",MyArtNation,"Albuqurque, NM",2022-03-14 18:35:44+00:00
🔹The number of Eurozone ETFs outperforming the S&amp;P 500 on a YTD basis contracted sharply. Internal and external pri… https://t.co/2IRFFgxmaR,enricjaimez,Andorra,2022-03-14 18:28:15+00:00
"@jnordvig my banker told me $100 invested in stocks in 1928 would be worth $600,000+/- in 2022 based on the S&amp;P 500… https://t.co/uwELgYP7tf",gloconic,,2022-03-14 18:25:16+00:00
"Moderna is the top performer on the S&amp;P 500 Monday, jumping as much as 21%, on renewed Covid-19 fears as parts of C… https://t.co/fgN6sKdpQI",VOAStevenson,Washington DC,2022-03-14 18:21:31+00:00
The S&amp;P 500 Just Hit a ‘Death Cross.’ Why It’s Good News for the Stock Market. https://t.co/iPTaVH3TFg,BreslowGroup,200 W Washington Sq Suite 2609,2022-03-14 18:19:20+00:00
The S&amp;P 500 Just Hit a ‘Death Cross.’ Why It’s Good News for the Stock Market. https://t.co/H9I98CaX5a,StockNewsOutlet,,2022-03-14 18:16:26+00:00
"RT @business: Moderna is the top performer on the S&amp;P 500 Monday, jumping as much as 21%, on renewed Covid-19 fears as parts of China went…",kat_pep_,Earth,2022-03-14 18:16:00+00:00
"The S&amp;P 500 Just Hit a ‘Death Cross.' Why It's Good News for the Stock Market.

https://t.co/CUMqx7xjUa
#stocknews… https://t.co/GvhMWSoUkb",StockSwapApp,,2022-03-14 18:10:00+00:00
"Popular Vanguard ETFs:

S&amp;P 500: $VOO
US Total Market: $VTI
Tech Stocks: $VGT
Small Cap: $VB
Growth Stocks: $VUG
Bo… https://t.co/mBxoPvGbc6",themarkethustle,👇  New to investing? Tap here,2022-03-14 18:09:57+00:00
The S&amp;P 500 Just Hit a ‘Death Cross.’ Why It’s Good News for the Stock Market. https://t.co/r2frMSVLTS,chris_borghese,Cincinnati,2022-03-14 18:08:33+00:00
The S&amp;P 500 Just Hit a ‘Death Cross.’ Why It’s Good News for the Stock Market. https://t.co/HyObQJL0kR https://t.co/OxNdEZR0pQ,cryptoleaksnews,New York,2022-03-14 18:08:25+00:00
"Santoli: A technical pattern emerges for the S&amp;P 500, which may send some investors to the sidelines: This is the d… https://t.co/k9Y5kKe4xe",cryptoleaksnews,New York,2022-03-14 18:07:40+00:00
"RT @business: Moderna is the top performer on the S&amp;P 500 Monday, jumping as much as 21%, on renewed Covid-19 fears as parts of China went…",xiaohaotui,,2022-03-14 18:04:51+00:00
RT @business: Goldman Sachs strategists lowered their target for the S&amp;P 500 index for the second time in a month https://t.co/IsCWcZDjQX,puvanon,,2022-03-14 18:04:26+00:00
[Bloomberg] 中国の一部が封鎖され、Covid-19の恐怖が再燃したため、Modernaは月曜日のS&amp;amp;P 500のトップパフォーマーで、21%も急上昇しています。 https://t.co/opaJ1RMmdZ,money_and_biz_,,2022-03-14 18:04:05+00:00
"RT @business: Moderna is the top performer on the S&amp;P 500 Monday, jumping as much as 21%, on renewed Covid-19 fears as parts of China went…",GaumondGN,"Montréal, QC, Canada ",2022-03-14 18:01:01+00:00
"RT @business: Moderna is the top performer on the S&amp;P 500 Monday, jumping as much as 21%, on renewed Covid-19 fears as parts of China went…",Goodlife_Two,,2022-03-14 18:00:16+00:00
"RT @business: Moderna is the top performer on the S&amp;P 500 Monday, jumping as much as 21%, on renewed Covid-19 fears as parts of China went…",ShAdOwXPR,Puerto Rico,2022-03-14 18:00:03+00:00
"RT @business: Moderna is the top performer on the S&amp;P 500 Monday, jumping as much as 21%, on renewed Covid-19 fears as parts of China went…",SweeterBrio,tdot,2022-03-14 17:59:45+00:00
"RT @business: Moderna is the top performer on the S&amp;P 500 Monday, jumping as much as 21%, on renewed Covid-19 fears as parts of China went…",DrBob_Bianchini,"Irvine, CA",2022-03-14 17:59:15+00:00
"RT @business: Moderna is the top performer on the S&amp;P 500 Monday, jumping as much as 21%, on renewed Covid-19 fears as parts of China went…",viriyabot,Internet,2022-03-14 17:59:02+00:00
"RT @business: Moderna is the top performer on the S&amp;P 500 Monday, jumping as much as 21%, on renewed Covid-19 fears as parts of China went…",shabbirghewalla,,2022-03-14 17:58:49+00:00
"RT @business: Moderna is the top performer on the S&amp;P 500 Monday, jumping as much as 21%, on renewed Covid-19 fears as parts of China went…",DoKscho,,2022-03-14 17:58:12+00:00
"Moderna is the top performer on the S&amp;P 500 Monday, jumping as much as 21%, on renewed Covid-19 fears as parts of C… https://t.co/fzMxbe6TFN",business,New York and the World,2022-03-14 17:58:05+00:00
"RT @DeItaone: U.S. STOCKS EXTEND GAINS, S&amp;P 500 UP 1.00 PCT",sayyamabbasi802,"Caernarfon, United Kingdom 🇬",2022-03-14 17:53:18+00:00
"RT @DeItaone: U.S. STOCKS EXTEND GAINS, S&amp;P 500 UP 1.00 PCT",WeiyanShi1,"Chicago, IL",2022-03-14 17:53:16+00:00
"RT @davidmoadel: Goldman notes that 10%+ S&amp;P 500 corrections such as this one typically represent good buying opportunities, with a median…",Memer4206,Switzerland,2022-03-14 17:47:12+00:00
Goldman Sachs cut its S&amp;P 500 price target as commodity prices take a bite out of earnings and sees a 40% chance of… https://t.co/kAF7cbSOxI,timmins316,"Kingston, Ontario",2022-03-14 17:43:58+00:00
"RT @davidmoadel: Goldman Sachs cut its year-end 2022 S&amp;P 500 target for the second time in a month, from 4900 to 4700, which is still a 10%…",Memer4206,Switzerland,2022-03-14 17:43:23+00:00
"RT @davidmoadel: If the US economy tips into a recession, the typical 24% recession peak-to-trough price decline would reduce the S&amp;P 500 t…",Memer4206,Switzerland,2022-03-14 17:41:33+00:00
"The Nasdaq is now in bear market territory.

Technology stocks are being destroyed in 2022. Makes sense to invest i… https://t.co/FnzK1ityL3",Aror22_,"Chiswick, London",2022-03-14 17:38:57+00:00
"RT @BloombergAsia: Moderna is the top performer on the S&amp;P 500 Monday, jumping as much as 21%, on renewed Covid-19 fears as parts of China…",GRinvest2,Greece,2022-03-14 17:33:52+00:00
"Moderna is the top performer on the S&amp;P 500 Monday, jumping as much as 21%, on renewed Covid-19 fears as parts of C… https://t.co/ixslRfpAh9",BloombergAsia,,2022-03-14 17:33:42+00:00
"Stock market’s action Monday can’t halt death cross forming in S&amp;P 500 amid inflation fears, Russia-Ukraine clash… https://t.co/p9j2mpvddl",davidmoadel,USA,2022-03-14 17:29:33+00:00
"RT @JayGoonetilleke: Markets news for lunch 🍱Stocks mixed and awaited interest rate rise☹️: Dow Jones #DJIA up 107 points,or 0.33%, S&amp;P 500…",stonkidea,,2022-03-14 17:24:50+00:00
"RT @JG_SBALending: Markets news for lunch 🍱Stocks mixed and awaited interest rate rise☹️: Dow Jones #DJIA up 107 points,or 0.33%, S&amp;P 500 #…",stonkidea,,2022-03-14 17:24:48+00:00
Goldman Sachs strategists lowered their target for the S&amp;P 500 index for the second time in a month https://t.co/jj1bFgs6b8 via @markets,MrSEHO,"Munich, Bavaria",2022-03-14 17:22:34+00:00
"RT @DLineMinutes: Amid U.S. companies announcing business suspensions and pullouts in Russia, Samuel Lau observes that consumer staples sto…",DLineCap,Los Angeles,2022-03-14 17:16:45+00:00
RT @FOREXcom: US #stocks: S&amp;P 500 signals retreat from major 2100 resistance as global indices fall. ^JC https://t.co/MUkZdZkqwG,Memer4206,Switzerland,2022-03-14 17:11:19+00:00
"US Stocks: S&amp;P 500, Dow rise with focus on Russia-Ukraine peace talks, Fed - Reuters https://t.co/0wbaOlvxPl",theedgemalaysia,South East Asia,2022-03-14 17:07:09+00:00
"RT @DeItaone: U.S. STOCKS EXTEND GAINS, S&amp;P 500 UP 1.00 PCT",AreZachs,"Plano, TX",2022-03-14 17:07:03+00:00
RT @dailystockmrkts: 50 Top Performing S&amp;P 500 Stocks in 2022 as of March 11 https://t.co/BmSeG3mMbk,dailystockmrkts,,2022-03-14 17:01:03+00:00
RT @dailystockmrkts: 50 Worst Performing S&amp;P 500 Stocks in 2022 as of March 11 https://t.co/YGCzZrvbur,dailystockmrkts,,2022-03-14 17:01:00+00:00
"Markets news for lunch 🍱Stocks mixed and awaited interest rate rise☹️: Dow Jones  up 107 points,or 0.33%, S&amp;P 500… https://t.co/0SWsOYZEiC",GOP_WM,Pittsburgh and  Rural OK,2022-03-14 16:59:39+00:00
"Markets news for lunch 🍱Stocks mixed and awaited interest rate rise☹️: Dow Jones #DJIA up 107 points,or 0.33%, S&amp;P… https://t.co/V5ljzqDpWG",JayGoonetilleke,Rural OK/PGH🇺🇸C-5🇱🇰,2022-03-14 16:58:58+00:00
